2841732393521103622	2
13611537637607884375	23199
15546589324059141268	176445
15887970705554125513	77
17317038570182852532	58
10212088510846994116	301179
14403713122731594069	2
6774125592286075370	1195136
4774044542812894867	1
14858488550396445259	390
17549231757417885038	1
4458343303475840586	40045
4063011298822836540	176430
13480759193867853099	10
2930190382290832347	3
5558055609598024931	1
12612443104277185073	1432
5898170621236542701	4
3919435320498602923	11
10343844337404627176	673
13821816531261301664	442
16883695286159883608	1
16223109567035173058	1
14303742809297655058	223
9115999709045845274	2
397738813230462125	16
2002767421477142568	1
15908445742580460399	2
5745736323863885324	1
3889094011266565232	25
3757763246126264464	1
18006096789005816431	363
16697683419302161889	160
14756656388474106373	2
2384766554527327997	79039
12831291229924623897	149
1436433069140278734	13
5255284233956773219	1
13524344316926869935	38
4811031536159541383	1
2824840933448688389	3
17207972558730424478	1
7632612675642033241	235
2925792656651605386	293
13458999752180393513	923
14596023571244756569	602
7288724443387708410	1
600627389403999388	1
11317005071700359222	1
17170188947982523302	5
3879658205881545659	1
3985297663551093457	13
12682915433186126698	1
17415869731880377087	30413
14143526344108137179	4
5464582635757949656	109
16214611661004337993	1
9275217700950033077	31357
18123958811517064529	276166
15413350442398011000	5
5569350258390431130	64768
11361964863965414161	100000
5781047784918592305	1
2135912844402989988	424
5138242571635852465	14
4615543963506862746	51184
14767541542165227425	62
2607611129861470237	32
13710214179788292087	68
2875312653629517776	54797
10044162458410444756	1
12687306384213422446	2
10998699988836714204	1
15183809561356065302	1559
17857336066189917791	12914
5472672993373584881	37489
7111439840108916199	81924
5327005943529795398	16
5786913411019073899	9
2440335958641484980	2527
1555269747887760696	1
12654600239142767567	45620
18183812999338455097	1
5189966778216157993	553
778908915440739199	526417
17997144947351971195	2
18061095915910048764	1865
8977544011158368738	1
8613821102713320933	1121
15448037221977848013	1
4712373764049087304	12
7051161244504801694	3
7109058434025768902	176
4997023607478482014	176462
15041405316945366998	55
17572241933360560535	4
6381228912830353957	1037911
16479274855360280492	3
7181293360634577731	59289
16521459642362232022	179
1046054614886979753	1
7394850635263782526	18141
5438365539442197015	1820
11298638302625761527	22
9982199681296181053	8129
8399600362829938383	5
16555361616971354071	1222
14967383365328871885	1
17666862504427430756	7
669061213992857291	6396
1548733123253672660	652
8435492303715628393	4
17973208465684322342	9710
18055953545905819080	1
10333025799482225990	141
16082064991150301362	35
15422562683961731214	11054
12563323349293024201	7048
2585032882789016690	0
8086080565216816097	102
13488770322623363182	250000
10302051554844938284	189
7642579782906847761	867
11826379326812854044	106
8575497021740292593	10302
18047157990290309839	1014
6133051795423719293	1042193
2357255084946234784	1
17283082118296698757	296
13724203489160448724	21
2598181089815311010	1584
8595442826758137243	103957
2627908978566937955	22860
12378422242922863761	2111
2044103775693693246	14266
16672254348121049078	281
14361629427071300431	1
22372725408075393	2
10123902727723999765	8568465
8030674665890847890	4814
7079105090196466431	34892
17511666951088257555	1
14263143617552474086	1
16654832819187637232	2
8500710087854311892	8883
4203516903354270940	4
10264092866165254759	7
233693693093200333	413472
2259831376913508360	7564
4605087168842702718	20
15673103122367281448	16
14650252716244610751	1
13271603933122418525	19
12604222065226896599	11
15108770252714038832	634
7084950204290144759	1
16979439611150881590	20
10928932156359999210	32
6178561634905345793	2
10609681685333215705	22
3463676128374179490	53468
13096438902719402156	109
16387962073469577781	1
18443959799486415640	3
10351407810499748541	1
17550819968475820401	1
9666815401284794976	2
5785712900175187401	2608923
1989833479866296086	1681
7750920673068481651	143455
15022139548566222979	1
5791627595966470282	21598827
7405485435989312406	1
11049372663397589869	7
13533084435306231632	420
12653833239586414179	239
12482845444642062945	1
14078111219971258336	2527
1225220838667090138	33
484829535014611419	1479
4840985251017649135	1
8596052069016213667	4
4523862836773098964	349
9680504163566628258	731095
7408754829038780008	1
9827985204172120224	15
4394979463829082605	1
9094990807841292526	10
7621573174862463191	1
1100149614629311111	5
16695146377112371849	8
14375589984805058996	1
13572058731136932080	1
6921869403498237764	15
6415682110269992121	45501
8622533513203927116	2
13604112230539830231	2
6658764924039930667	1
15740296441809428760	20
15265402196305664832	3
14698790815942883508	2
18150442084688449578	1
11154201475975675850	8
14003026688208900528	2
2069318946577397726	186
8928176418889202280	61
16223895782151497126	2
9353190845174178454	6
3603512865483911392	1
12295941592473363627	34
7758185392124633892	25936
16619249241809186545	552328
1036144843123767090	8
10474596868053104960	19
6720950313850477794	1748410
17412598660693911860	46
10722990951680184680	22454
2115812886407685503	0
1685666711249982899	8
14001177485959786008	70
11748200983447334834	229
17963782327870791253	1
10761374364521130079	1
6895430201885238059	525447
2178937334916258098	1
7083516532580449603	14
4052825897899689026	394
638437577305044352	1
1438428041369122542	0
15391228036905112864	1
9358988221013339659	16409
13927036585957076049	614251
4548833815460810631	1167
1390051927630353713	4495
2046595622122604301	16
4094249390657268801	156
16490291780967998533	706674
18189234224463401494	43252
9699931141088680946	3
765163612484920866	15884
3608471985864804964	17345
6111699968590773826	4
3672172647329049233	21
4413478590738306906	10
10172755737497489996	6
3121652756219089211	198
5628932731509049683	396
1507614784491281931	1
4934041735756071819	274
15777215846653973571	7
13788874026959220708	2
753562158070173817	1
177197977117940492	1
13246993723055469533	209140
5141125962230045963	74
6309079062518964595	524287
9124571297157610801	1615
14607986243829345297	9436
4464610442992678535	5
12146440855396701127	12
8145435639853386206	0
16879547937600898486	441
8171602788926768093	13
11652805987293680630	1
4034836260890503057	481327
8948095987888835018	1
7175309205532051848	21598827
6643366309675132801	4492
1520766811940362365	1
13318139936471807588	26
9992341053456633592	1
7283715677367246035	23638
16563896876468566864	389
1485411833635887734	1
11866739352072806787	487638
8552023387878704802	20958
11742880366736913071	2
13004915398072956830	7
13189931912776132767	2
16072802759842518388	47
12336422960875055651	27
2924335062128095329	1
1321818306152309024	31
10444118710836804119	2
8324992242651964224	394
7807507159828212874	229
4227625014530123069	5
15033946776920327832	27239
101816797001277585	32
2685788124774314003	195
1432792048746258707	15
4351540437483369147	13
4373614725836063779	11
9929473395386027262	24662
4024695666128002366	214
16217071849845894415	1985
17440058082137912259	527400
14744856015602657191	2427
4549044702766320681	23
12077943823501819714	3359
15217351298371673392	207
2168676017590357174	240
11968866752262954001	1
1096910013826423126	71
10363326463356248788	17239
4582643872499290993	301
15239434913615341063	1
14893104356723930052	1
10436964053290331502	16
9134597819909464476	51216
1024542028133619578	13
12717822903560624415	1177
6152045112661003643	176458
7302755498797395194	98
1255832748074741291	2
13580109669267222855	217222
6380472006077611447	27586
7154219630905441382	2
17870343400284510756	2
15153617963434865702	480
15664559044956829421	7854
17386335757180428	1438
14813561490459855939	6813
13431659913454838257	21598827
8132704541984612083	1
14307819052615775881	9676
16282056955407616937	1
2816637758913275492	431949
4162388005417892834	14
3409362286099087213	20
13450659770261923650	595
10462575170270558275	1
12012514675277256763	1271253
17765257550616727922	4247
1614774674045598660	324
3964092393685439230	18
15104828394022214761	487
1640377491458330630	10
9338340674620044193	3036480
6547925445056621072	128
729873028720495149	1354883
2034167255578191652	12
9374630055818072292	3
17453526895037052252	3214641
6537860216698115895	20
10189266603612550508	240
15121245398473578551	516437
11434507173737685730	182
16581854066381018028	158263
14367343624191223713	41
10718885562255157862	52628
13394760092205994354	2
9064971071896870302	1
3718676305133272260	36
14934300673716396719	408543
8049268731149428750	623
926707714162186203	2
11428277612842615875	3
4050135156933652040	6920
6350666460269259564	0
17922253332929101465	1513
17280268754251642890	4112
11350595529251162889	1
5239539596486305921	1
5138516801312317128	19
10742508252231447237	4
5319083926391189803	17602
5280222607067397826	1
17178101054513720400	33037
204938626005575834	229
18375477862440757763	7
6577815470674015399	2229
419204576105255348	369
9042797011945680926	2
10760622575571114178	549688
17276733268011652597	7
16923378544528960958	1687
16759590801461517292	1
2693801242106844365	1
3310943782145078165	270
12905545623355748084	993
13968087992530132651	2
10532103933967568661	9
4076120745289855554	4
15299660448722032468	2
864147815464080632	164086
12586379126385881154	14677
12869018974160712051	186
4713851129089004032	72
12802154937290557188	71077
11176349377600936243	194
11665029143849958290	4
11607035989235241761	1
15274675284346398429	2767
818434587000509512	1
1041071408746619867	1
16459649365943791190	595
14502842544213174615	239
14421726715418595604	5
16390112152723805148	48
7803392503246329302	9853
3895273756472407391	81403
12502647407486749710	3
8260990168568643136	222685
7317894099825136300	30
17886072431803275706	28991
12393471496163722682	63920
18303733219594997537	1
14292905517210303277	1
9706321390716181925	21
14468019182651830392	11493385
12367054831905968808	1438829
13904343092579451408	975229
2039808872114592511	25
8779865064681051206	87851
12751499948607843167	554
13858944315322334829	22
8732868984938397020	3
11639452283116886924	100000
12334339648920853168	1
11930317102264180420	1
9394916247614715306	275
95850752181663450	1435283
17047873054330650469	1349
9518956735269507772	76
2757364048795912161	2
9485626120947984939	291451
656960545928732238	7
12559864304274057163	295628
944943618523287364	121862
17542272465163677565	1
1718889514736910831	164
9475365342003016456	19846
463536797919395707	211116
7054171906368047790	32
70216498650782400	1965
5685648296522441551	21598827
5744498495889207012	1
9921664671683187348	1
16663106368496240118	1
4904536927276802829	1
9537843477833342391	0
14887697690499752731	7
8728417125990880957	223
10478410175540331308	48
12581232099811111900	35
18427282788833049424	1760
12015412615493059946	10
11080856270546302703	4798037
17639276110163682859	344
9990180155162049258	22
6002565275769068477	1
11253753023434583986	0
18149574703122980001	2
16131116666569676888	32721
8442560679779727068	1
281171143668061229	1
17021327677292618690	3
8087366718601279614	156
3268356624811206825	1
4543967552961554675	1019
4280962183789797393	2
7079160293742139105	1
14949780053899573279	291036
16067566383633367574	8005
5893274982142984567	1687
15514399352651167186	5
11513696160956157825	68852
5540426764760905700	1
1140289405445336172	1
5277524149112169641	17614
15956629173224764414	8092
17589692938550979999	211
2602962406471133867	138214
5424037940824574489	1
14488508949183691414	1
13838691571458736552	175
10197280848137134217	1
241529837421751232	16996
226470685165465493	5815
17828733906706911584	23
7285995958498531482	10
15901570112495344603	1522366
16423342153203971152	7
6551343510685992237	144591
2441418305957370669	0
10447200310328820182	36
12677073230393738898	225
15949698278091245822	176518
12645730864707359860	1
16098641395972978403	99
401869418455870325	1
6412628698490384109	1
4560161930305071542	1265
14948795265537006916	1
14780427262599653800	8
3743680823854675747	3397
14478134671894836520	1147
4248945446994617730	1
8057454414357060582	1
7421562311225299300	800000
12084427087908738520	7
5798773786408370352	2534
5927898460043466105	9
6135218226184945967	56
16968197330222400891	15
8113565614231598048	61
13897225380639509748	1737
9140279109606419218	0
17844064828989117008	73047
14096318551126333343	37
12584448508317026820	16409
8024973362946339702	1
9294111835254658130	1
3290216684621193470	1
5057982030700594020	15203
14481457028041632189	1
10691754995723237262	1205808
4374933643854797527	1
14244468255274092189	3318
9929138333206180935	15000000
9086578501115649433	6836
16996713521959011693	168
8520354814914656572	14
17775446367590467760	1
8692941273184987312	152
1821632444431758388	2655
13171579933087031080	3
156199661859932351	394
12165315792670362922	389
2908428041892742449	2892
7871487925290348964	1002
18294180514243181839	176470
4085554227299367941	3
16717829934183520627	17
9493891462101173179	4918957
4983815126542551841	584444
14932318560339645671	29845
17555351009764057051	4
2826937678131727415	2
1222596850290854237	4321414
14916832292818610028	2
7124836912494785496	1067
1469407817352932270	313
10682967305058885844	268
17775618444251732195	1030
7466410236934184429	4380
16862244486448669196	499
8063157148958870020	2
16646248247195702906	10
7925325114674881845	334
18156352577603563511	9701
3972159067283310644	1418
16033450504989177312	2
363170906740854433	31
610784305689935982	5
9340036257641192141	2561
16630404614071764215	1
5080168557082287202	1
15509047406733526846	1
13627168760800963531	27239
11762370340315920521	1
4000664256126856441	435
6630024389145518431	17
2158022229176062091	1436647
6255998105816673201	6
12168729413390946657	7
3583774581916928313	50068
3958338405819508472	15
8527860093774323524	564
8269009966729890407	737
1168487196779050278	250
3717503478413820288	5
9522627152065566691	7919
7158453858215038610	3
3782487061197938674	10
1397397597777621641	1
7648839907825313539	1
13690580271307154865	3767
17278454700667707648	1
6538178149222156694	2
13946907059111229960	3
1726094380456858282	1
9019503775463067901	5
15754017112625167414	149
13145952682361890980	5
7975884180046287177	12
2095263806549369449	1
15358927640008959523	0
16519662388693651795	316
14963894759783709226	357
11302068725451760000	1
13863141102392206888	9
6996820287024324132	21
9215557999443979966	730
2763721006148135655	179
15798356686875325449	8
18090434480633200112	10
831595298130337953	134
11425028515797198130	2630296
16594720214913000721	5
6408820770312970595	1478
12500352123645513169	4388
490477175512567970	53468
16249116779334223368	1
4194371651533918857	1
1512532317573474908	1
2388572105529523338	2
12963994654233425628	0
7733313466157301306	1261
12072152455517137860	948
16528756686266392650	1075
17473233101795609017	44
1188984345267226392	99876
7983937520576258872	549734
3596640187266047180	227167
17581239945539000229	76206
15200117058142833732	134170
14940184431228935860	3
17447241613657286703	105
16724144968986109582	3396
1311711361738771758	8
15890270518476316013	291265
6849930971553046473	119
12267042936075057635	1
6860008855249685232	1
2479861034765107345	1
16078325038446150393	0
9976559605438646849	3318
5829190854575972484	59
18415099369273436690	1
11858922328922394095	71
4557029316648042682	77113
7845850198719693627	324
13482494574391063556	156
7857817291225649136	37
16527584666721357289	3
12247093768729858562	169203
10096138438307317065	2
8261568169347806034	2
6570608924690437765	3181
8521790479338792243	6
5515382752622141100	1790
9495968888430723976	7
2988589931324343087	3
15168358629359597533	1825
7420366689861588887	41
16390733888314479588	1
14873876790341825506	3
3905000986677783356	10
3060950691922732079	16486
5138171077081094007	932
10004904602874423324	111009
6035289979512779275	12087
17462745190869759742	2
775896007829273097	38
7627473324840122393	73
12054153042061390982	23
10229362213382379571	3596
7070086638427772851	3
14239172274732251995	1061
5328841037863857675	5
5453960254121599096	11
1130306523124390340	17602
5699498476532669679	2
